"Sample Type","Lab No","Test ID","Date Recd","Date Rept","Beginning Depth","Ending Depth","Soil pH 1:1","Wdrf Buffer","1:1 Electrical Conductivity, mmho/cm","Excess Lime","Organic Matter, % LOI","Soil Respiration, ppm CO2-C","H2O Total Org. C, ppm C","H2O Total N, ppm N","H2O Org. N, ppm N","H3A Nitrate, ppm NO3-N","H3A Ammonium, ppm NH4-N","H3A Inorganic N, ppm N","H3A Total Phosphorus, ppm P","H3A Inorganic Phosphorus, ppm PO4-P","H3A Organic Phosphorus, ppm P","H3A Potassium, ppm K","H3A Calcium, ppm Ca","H3A Magnessium, ppm Mg","H3A Sodium, ppm Na","H3A Sulfur, ppm S","H3A Zinc, ppm Zn","H3A Iron, ppm Fe","H3A Manganese, ppm Mn","H3A Copper, ppm Cu","H3A Aluminum, ppm Al","Microbially Active C, %","H2O Org. C:Org. N ","H2O Org. N:H3A Inorg. N","Organic N Release, ppm N","Organic N Reserve, ppm N","Organic P Release, ppm P","Organic P Reserve, ppm P","Soil Health Score","Available N, lbs/A","Available P, lbs/A","Available K, lbs/A","Nutrient Value, $","Traditional Test N, lbs/A","Haney Test N, lbs/A","N Difference, lbs/A","N Savings, $","Cover Crop Mix","Past Crop","Crop 1","YG 1","Nitrogen Rec 1","P205 Rec 1","K2O Rec 1","Magnesium Rec 1","Sulfur Rec 1","Zinc Rec 1","Iron Rec 1","Manganese Rec 1","Copper Rec 1","Lime Rec 1","Crop 2","YG 2","Nitrogen Rec 2","P205 Rec 2","K2O Rec 2","Magnesium Rec 2","Sulfur Rec 2","Zinc Rec 2","Iron Rec 2","Manganese Rec 2","Copper Rec 2","Lime Rec 2","Crop 3","YG 3","Nitrogen Rec 3","P205 Rec 3","K2O Rec 3","Magnesium Rec 3","Sulfur Rec 3","Zinc Rec 3","Iron Rec 3","Manganese Rec 3","Copper Rec 3","Lime Rec 3"
"SOIL HEALTH","50291","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.8","HIGH","0.6","9.1","66","81.3","5.9","75.3","1.0","76.3","18","16.0","1.7","63","2813","128","501","114.5","0.01","2.5","3.5","0.09","10.9","13.9","11.13","0.08","3.27","2.63","0.70","0.99","2.81","286.6","38.4","75.8","236.31","271.1","286.6","15.5","9.93","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50292","N/A","10/12/2020","10/17/2020","0","12","8.3","","1.0","HIGH","0.7","8.8","71","34.8","3.8","30.8","1.3","32.1","19","16.7","2.7","48","2899","123","377","78.3","0.02","3.1","3.4","0.13","11.9","12.5","18.79","0.12","1.87","1.89","1.00","1.68","2.67","122.2","40.7","57.9","123.06","110.9","122.2","11.4","7.26","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50293","N/A","10/12/2020","10/17/2020","0","12","8.3","","0.9","HIGH","0.7","10.3","64","29.4","6.7","22.0","1.3","23.3","13","11.9","0.7","48","2986","111","338","61.8","0.01","2.5","2.9","0.06","10.0","16.1","9.58","0.29","4.30","2.37","0.36","0.38","2.97","99.3","28.2","57.9","103.47","79.2","99.3","20.1","12.83","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50294","N/A","10/12/2020","10/17/2020","0","12","8.2","","1.6","HIGH","0.6","6.9","60","41.2","3.7","36.8","1.5","38.3","19","16.6","2.1","56","3016","116","503","141.3","0.01","2.9","3.7","0.12","11.5","11.4","16.33","0.10","1.69","2.01","0.70","1.35","2.27","143.9","39.8","67.2","141.22","132.5","143.9","11.4","7.30","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50295","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.6","HIGH","0.7","7.8","80","72.7","6.9","65.5","1.4","66.9","15","13.9","1.2","50","3022","120","418","101.6","0.02","2.6","4.0","0.12","11.3","9.8","11.56","0.10","2.70","4.18","0.36","0.86","3.06","250.6","32.8","60.2","203.31","235.8","250.6","14.8","9.49","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50296","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.7","HIGH","0.6","7.2","93","89.8","9.9","79.6","1.3","80.9","26","23.8","2.5","65","2965","130","521","162.8","0.01","3.2","4.9","0.15","13.9","7.7","9.46","0.12","3.04","6.84","0.57","1.89","3.58","302.3","56.1","77.9","254.30","286.6","302.3","15.8","10.08","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50297","N/A","10/12/2020","10/17/2020","0","12","8.1","","3.1","HIGH","0.6","8.4","75","120.3","11.9","108.0","1.2","109.2","16","14.1","1.8","63","3237","130","779","221.7","0.01","2.2","3.9","0.11","9.6","11.2","6.31","0.11","5.33","6.55","0.59","1.16","3.53","412.2","33.8","75.3","314.59","388.8","412.2","23.4","14.95","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50298","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.3","HIGH","0.7","8.6","66","55.5","7.2","48.2","1.3","49.5","16","14.7","1.6","51","2986","122","365","83.3","0.01","2.8","3.6","0.09","10.9","13.1","9.13","0.15","3.77","3.43","0.62","0.96","2.89","191.9","35.2","60.9","166.99","173.5","191.9","18.4","11.75","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50299","N/A","10/12/2020","10/17/2020","0","12","8.2","","1.4","HIGH","0.8","8.2","73","74.5","7.7","66.3","1.3","67.6","17","15.4","1.6","59","2959","131","418","93.6","0.02","2.7","3.8","0.09","12.7","11.2","9.45","0.12","3.47","4.27","0.54","1.06","3.06","255.9","36.7","70.4","213.24","238.7","255.9","17.2","11.01","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50300","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.4","HIGH","0.7","8.6","47","60.3","11.3","48.6","1.4","50.0","26","24.5","1.8","60","2873","127","419","105.3","0.02","3.1","4.3","0.12","14.6","18.3","4.15","0.23","8.29","3.05","0.97","0.80","1.91","209.8","58.6","72.1","193.17","175.0","209.8","34.9","22.32","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50301","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.8","HIGH","0.5","8.8","42","95.2","6.4","88.6","1.2","89.8","15","12.5","2.2","60","3124","128","459","92.7","0.01","2.3","3.4","0.05","9.6","20.8","6.63","0.07","5.31","1.07","1.34","0.81","2.36","342.6","31.8","72.1","267.67","319.0","342.6","23.6","15.09","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50302","N/A","10/12/2020","10/17/2020","0","12","8.1","","2.0","HIGH","0.7","10.5","40","98.1","7.3","90.7","1.3","92.0","23","21.0","2.0","57","3080","125","525","117.9","0.01","2.7","4.0","0.09","10.9","26.1","5.49","0.08","7.33","0.00","1.55","0.43","2.59","357.6","51.9","67.9","283.04","326.5","357.6","31.1","19.90","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50303","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.6","HIGH","0.8","10.7","43","82.1","8.8","73.0","1.2","74.2","23","21.2","1.6","56","2982","129","419","87.9","0.02","2.7","5.2","0.10","12.0","24.9","4.89","0.12","8.75","0.05","1.23","0.42","2.02","298.6","51.6","67.0","244.74","262.8","298.6","35.8","22.91","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50304","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.5","HIGH","0.7","11.0","45","54.2","4.9","49.1","1.1","50.2","25","23.5","1.7","55","2914","129","436","107.8","0.02","3.2","4.8","0.14","14.1","24.5","9.22","0.10","4.77","0.10","1.25","0.45","2.49","198.0","56.9","66.3","182.06","176.8","198.0","21.2","13.57","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50305","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.9","HIGH","0.7","12.3","46","98.6","7.6","90.8","1.3","92.1","17","15.0","1.6","63","3121","130","497","108.4","0.02","2.5","4.2","0.09","9.6","26.8","6.06","0.08","7.58","0.00","1.24","0.30","2.91","358.8","37.4","75.2","281.77","326.9","358.8","31.9","20.42","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50306","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.5","HIGH","0.6","9.5","40","87.4","7.8","79.4","1.0","80.4","17","16.0","1.2","67","3001","126","462","90.3","0.01","2.7","3.6","0.09","11.0","23.7","5.17","0.10","7.35","0.40","0.88","0.36","2.53","315.8","38.8","80.0","257.22","285.8","315.8","29.9","19.15","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50307","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.7","HIGH","0.7","8.6","43","114.3","11.1","103.0","1.6","104.6","20","17.6","2.2","60","3006","131","438","93.0","0.01","2.7","4.1","0.08","12.2","20.0","3.89","0.11","8.85","2.21","1.30","0.87","1.83","408.6","43.5","72.4","314.65","370.8","408.6","37.8","24.17","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50308","N/A","10/12/2020","10/17/2020","0","12","8.2","","1.2","HIGH","0.7","7.6","42","45.9","4.3","41.2","1.2","42.4","23","21.1","1.8","56","2852","124","399","83.7","0.01","3.2","4.6","0.08","14.3","18.2","9.66","0.10","3.15","1.19","0.99","0.83","2.03","163.8","50.8","66.6","157.97","148.3","163.8","15.5","9.93","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50309","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.4","HIGH","0.7","9.9","41","66.5","4.4","61.7","1.1","62.8","14","11.9","2.0","45","3158","118","404","93.2","0.03","2.4","3.1","0.13","9.7","24.4","9.33","0.07","4.24","0.11","1.49","0.54","2.24","241.2","30.8","54.5","193.63","222.1","241.2","19.1","12.20","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50310","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.5","HIGH","0.8","12.6","45","107.4","8.7","98.1","1.3","99.4","22","21.3","1.2","61","3078","125","488","147.9","0.02","2.7","4.7","0.12","10.8","27.8","5.18","0.09","8.73","0.00","0.96","0.19","3.04","389.1","51.2","73.3","305.66","353.2","389.1","36.0","23.03","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50311","N/A","10/12/2020","10/17/2020","0","12","8.0","","2.5","HIGH","0.7","10.8","41","196.3","19.0","177.0","1.2","178.2","24","23.0","1.5","68","3206","135","602","186.1","0.03","2.7","5.9","0.14","12.8","26.3","2.16","0.11","19.03","0.00","1.16","0.31","2.09","709.8","55.6","81.2","516.57","637.2","709.8","72.6","46.49","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50312","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.6","HIGH","0.6","13.7","50","57.0","9.8","47.0","1.3","48.3","24","22.2","1.7","77","2930","120","440","146.8","0.03","3.4","5.7","0.19","14.6","27.6","5.08","0.21","9.77","0.00","1.42","0.29","3.34","209.2","54.3","92.5","201.34","169.2","209.2","40.0","25.61","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50313","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.7","HIGH","0.6","11.5","42","93.4","6.9","86.3","1.0","87.3","15","13.5","1.8","66","3108","132","467","100.7","0.02","2.6","3.5","0.13","9.6","27.5","6.10","0.08","6.87","0.00","1.45","0.31","2.67","339.2","34.4","78.7","269.82","310.7","339.2","28.5","18.22","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50314","N/A","10/12/2020","10/17/2020","0","12","7.9","","1.5","HIGH","0.7","102.0","230","112.3","22.6","89.1","1.3","90.4","24","21.3","2.5","88","3058","139","466","83.7","0.03","3.7","9.9","0.35","11.0","44.4","10.15","0.25","22.64","0.00","2.45","0.00","15.36","407.0","54.6","105.4","334.50","320.8","407.0","86.3","55.20","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50315","N/A","10/12/2020","10/17/2020","0","12","8.2","","1.2","HIGH","0.6","8.7","47","66.2","6.6","59.3","0.9","60.2","23","21.4","1.9","62","2908","131","416","101.5","0.02","3.1","3.6","0.11","13.7","18.6","7.04","0.11","4.94","1.70","1.06","0.84","2.47","234.4","51.7","74.3","207.34","213.5","234.4","20.9","13.40","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50316","N/A","10/12/2020","10/17/2020","0","12","7.9","","2.6","HIGH","0.6","15.7","56","193.1","19.5","173.0","1.7","174.7","30","26.6","3.5","101","3068","153","603","153.9","0.02","3.2","6.8","0.18","13.8","27.9","2.89","0.11","19.49","0.00","2.90","0.57","2.89","699.2","67.9","121.6","534.72","622.8","699.2","76.4","48.87","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50317","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.4","HIGH","0.5","8.2","37","62.5","7.7","54.7","1.2","55.9","14","11.4","2.2","59","3073","130","362","74.1","0.01","2.4","2.5","0.08","9.1","22.3","4.81","0.14","6.82","0.84","1.44","0.72","1.63","225.6","29.5","70.5","191.13","196.9","225.6","28.7","18.36","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50318","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.8","HIGH","0.6","7.7","35","61.8","4.1","56.7","1.5","58.2","16","14.7","1.6","48","3050","126","509","117.0","0.03","2.8","3.1","0.10","10.9","22.2","8.44","0.07","3.65","0.46","1.06","0.53","1.87","222.5","36.3","57.3","185.19","204.1","222.5","18.4","11.75","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50319","N/A","10/12/2020","10/17/2020","0","12","8.0","","1.6","HIGH","0.6","41.1","104","68.9","8.3","59.7","1.4","61.1","24","20.5","3.3","70","2925","133","442","101.0","0.02","3.4","7.5","0.20","12.7","39.5","12.59","0.14","8.26","0.00","3.27","0.00","7.02","249.8","54.7","83.8","223.09","214.9","249.8","34.9","22.30","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50320","N/A","10/12/2020","10/17/2020","0","12","8.0","","2.2","HIGH","0.6","12.7","41","91.5","6.1","85.1","1.6","86.7","23","21.2","2.1","80","2998","138","555","166.1","0.02","3.1","4.8","0.11","14.4","31.1","6.64","0.07","6.14","0.00","1.95","0.14","2.70","334.4","53.2","95.9","282.71","306.4","334.4","28.0","17.93","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50321","N/A","10/12/2020","10/17/2020","0","12","8.2","","1.1","HIGH","0.5","11.7","32","38.0","2.9","34.9","1.1","36.0","15","14.0","1.0","57","3058","125","409","106.5","0.01","2.9","2.5","0.06","10.8","36.2","11.02","0.08","2.93","0.00","0.97","0.00","2.11","140.1","34.4","68.4","137.30","125.6","140.1","14.4","9.24","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50322","N/A","10/12/2020","10/17/2020","0","12","8.3","","0.8","HIGH","0.6","10.9","38","17.5","3.2","14.0","1.1","15.1","14","12.4","2.0","44","2985","119","295","69.0","0.03","3.0","2.9","0.07","12.2","28.9","11.85","0.22","3.19","0.00","1.76","0.27","2.16","65.9","32.6","53.0","81.38","50.4","65.9","15.5","9.90","70% Legume 30% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50323","N/A","10/12/2020","10/17/2020","0","12","8.2","","1.1","HIGH","0.7","8.9","40","27.8","3.4","24.0","0.9","24.9","18","15.4","2.9","46","2873","130","360","84.9","0.01","3.2","4.1","0.11","13.8","22.5","11.56","0.14","3.08","0.34","1.95","0.94","2.02","100.7","39.9","55.5","107.72","86.4","100.7","14.3","9.12","70% Legume 30% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50324","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.7","HIGH","0.6","9.4","33","50.5","2.7","47.5","0.8","48.3","21","18.8","2.1","42","2817","126","556","113.8","0.02","3.3","3.5","0.14","14.1","28.1","12.26","0.06","2.73","0.00","1.77","0.33","1.88","183.6","47.3","50.0","160.92","171.0","183.6","12.6","8.06","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50325","N/A","10/12/2020","10/17/2020","0","12","8.0","","1.3","HIGH","0.5","9.5","34","57.5","4.4","53.0","0.9","53.9","20","17.4","2.5","46","3005","117","387","97.6","0.01","2.9","3.2","0.09","11.8","28.3","7.70","0.08","4.36","0.00","2.11","0.38","2.06","209.7","44.9","55.8","179.59","190.8","209.7","18.9","12.11","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50326","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.4","HIGH","0.5","8.4","30","50.2","3.3","46.8","0.8","47.6","15","13.7","1.6","45","3014","121","433","85.1","0.01","2.7","2.9","0.11","11.1","27.8","9.08","0.07","3.32","0.00","1.33","0.26","1.78","183.5","34.6","53.8","157.81","168.5","183.5","15.0","9.58","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50327","N/A","10/12/2020","10/17/2020","0","12","8.2","","1.2","HIGH","0.6","7.7","30","41.1","3.4","37.3","0.9","38.2","17","14.4","2.1","44","2830","121","373","71.7","0.02","2.6","3.4","0.10","12.1","25.4","8.85","0.09","3.42","0.00","1.61","0.50","1.72","149.8","36.8","53.2","136.83","134.3","149.8","15.5","9.92","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50328","N/A","10/12/2020","10/17/2020","0","12","8.0","","1.9","HIGH","0.6","9.7","42","71.7","3.9","67.6","1.0","68.6","20","18.3","1.5","59","2906","132","483","127.7","0.01","3.2","5.8","0.13","13.7","23.3","10.60","0.06","3.66","0.27","1.07","0.46","2.20","260.0","44.6","70.9","219.22","243.4","260.0","16.7","10.66","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50329","N/A","10/12/2020","10/17/2020","0","12","7.9","","1.8","HIGH","0.6","11.3","35","142.4","7.1","135.0","0.9","135.9","18","15.6","2.4","57","3177","127","563","148.9","0.01","2.7","3.5","0.12","10.4","32.0","4.99","0.05","7.07","0.00","2.32","0.10","1.91","514.5","41.2","68.2","379.49","486.0","514.5","28.5","18.27","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50330","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.2","HIGH","0.5","12.0","37","33.3","5.8","26.5","1.1","27.6","16","13.2","2.5","47","3050","122","421","119.8","0.02","2.9","3.2","0.10","12.0","32.6","6.30","0.21","5.84","0.00","2.42","0.05","2.52","120.5","35.9","56.4","119.32","95.4","120.5","25.1","16.05","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50331","N/A","10/12/2020","10/17/2020","0","12","8.2","","1.0","HIGH","0.5","11.0","28","44.0","2.4","41.2","1.0","42.2","18","16.1","1.6","43","2862","123","331","63.8","0.02","3.1","2.9","0.11","13.1","39.5","11.55","0.06","2.41","0.00","1.57","0.00","1.90","160.6","40.6","51.2","144.24","148.3","160.6","12.3","7.86","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50332","N/A","10/12/2020","10/17/2020","0","12","8.0","","1.8","HIGH","0.6","15.6","52","79.7","4.3","75.2","1.1","76.3","30","27.9","2.5","72","2971","140","519","153.3","0.02","3.3","8.5","0.21","14.2","30.1","11.95","0.06","4.34","0.00","2.29","0.25","3.03","290.3","69.4","86.7","256.25","270.7","290.3","19.6","12.54","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50333","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.2","HIGH","0.6","12.5","33","67.4","3.0","64.3","1.0","65.3","18","16.5","1.3","61","3074","125","361","81.7","0.02","3.0","3.5","0.06","11.0","38.3","10.83","0.05","3.01","0.00","1.26","0.00","2.20","246.0","40.8","73.1","209.91","231.5","246.0","14.5","9.29","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50334","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.2","HIGH","0.6","11.8","36","54.9","2.9","51.8","0.9","52.7","16","14.1","1.9","48","2957","116","318","67.0","0.03","2.8","3.3","0.06","10.6","33.1","12.46","0.05","2.86","0.00","1.84","0.01","2.18","199.9","36.7","57.7","171.08","186.5","199.9","13.4","8.60","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50335","N/A","10/12/2020","10/17/2020","0","12","8.2","","0.9","HIGH","0.5","10.2","35","52.0","4.0","47.8","0.8","48.6","23","20.4","2.6","55","2904","129","309","52.0","0.02","3.2","4.2","0.09","13.3","29.2","8.64","0.08","4.04","0.00","2.28","0.32","2.12","189.6","52.2","66.4","174.90","172.1","189.6","17.5","11.22","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50336","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.4","HIGH","0.5","8.6","36","90.8","4.3","85.4","1.5","86.9","26","23.8","1.7","49","2952","136","450","107.1","0.02","3.3","3.9","0.13","14.2","24.1","8.40","0.05","4.10","0.15","1.24","0.48","2.00","327.6","57.6","58.7","261.47","307.4","327.6","20.1","12.89","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50337","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.6","HIGH","0.6","9.5","27","78.6","3.4","74.3","1.0","75.3","20","18.4","1.2","49","3058","118","463","121.7","0.02","2.6","2.9","0.09","10.6","35.4","7.90","0.05","3.40","0.00","1.24","0.00","1.83","283.3","45.2","58.9","228.36","267.5","283.3","15.8","10.13","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50338","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.1","HIGH","0.6","11.0","32","28.3","3.1","24.9","1.0","25.9","29","26.8","2.0","48","2851","115","367","79.6","0.01","3.4","4.7","0.11","14.1","34.8","10.10","0.12","3.13","0.00","1.95","0.00","2.05","104.5","66.1","57.9","121.59","89.6","104.5","14.8","9.49","70% Legume 30% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50339","N/A","10/12/2020","10/17/2020","0","12","8.2","","1.0","HIGH","0.7","13.1","42","37.4","3.1","34.2","1.2","35.4","17","15.3","1.4","65","2932","134","390","103.2","0.02","2.9","4.3","0.15","11.3","30.9","13.80","0.09","3.07","0.00","1.30","0.10","2.47","138.4","38.2","78.6","142.76","123.1","138.4","15.3","9.80","70% Legume 30% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50340","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.3","HIGH","0.5","8.7","87","90.2","6.6","82.8","1.3","84.1","27","25.4","1.9","53","2944","132","411","103.0","0.02","3.5","3.8","0.11","14.7","10.0","13.26","0.08","2.62","3.94","0.57","1.33","3.27","312.1","59.7","64.1","255.12","298.1","312.1","14.1","9.00","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50341","N/A","10/12/2020","10/17/2020","0","12","8.2","","1.4","HIGH","0.5","10.3","70","48.6","5.6","42.6","0.9","43.5","19","17.2","1.6","50","2971","123","444","89.5","0.02","2.8","3.7","0.09","10.8","14.7","12.52","0.13","3.29","2.32","0.68","0.87","3.00","168.3","41.1","60.1","153.80","153.4","168.3","14.9","9.55","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50342","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.4","HIGH","0.6","10.6","57","57.6","4.7","52.3","0.6","52.9","17","14.4","2.4","49","2982","128","381","87.4","0.01","2.6","2.8","0.13","10.2","18.7","12.16","0.09","3.49","1.18","1.34","1.05","2.66","203.1","36.2","58.5","173.38","188.3","203.1","14.8","9.50","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50343","N/A","10/12/2020","10/17/2020","0","12","8.2","","1.3","HIGH","0.7","23.0","58","38.0","4.1","33.1","1.2","34.3","24","21.6","2.0","68","2832","132","401","81.3","0.02","3.5","7.3","0.13","13.5","39.5","14.39","0.12","4.05","0.00","1.97","0.00","3.87","137.9","54.2","81.8","150.26","119.2","137.9","18.7","11.98","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50344","N/A","10/12/2020","10/17/2020","0","12","8.2","","1.2","HIGH","0.6","11.6","32","39.0","1.7","36.5","1.3","37.8","28","26.8","1.6","63","2786","125","417","105.7","0.03","3.2","4.8","0.12","14.2","36.2","19.43","0.04","1.65","0.00","1.57","0.00","1.97","141.8","65.3","75.1","153.77","131.4","141.8","10.4","6.68","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOIL HEALTH","50345","N/A","10/12/2020","10/17/2020","0","12","8.1","","1.4","HIGH","0.6","10.2","68","59.3","3.7","55.4","1.2","56.6","21","18.5","2.6","45","2981","121","403","99.3","0.01","2.9","3.4","0.07","10.7","15.0","18.46","0.07","2.21","1.48","1.15","1.41","2.75","211.6","45.2","54.4","180.24","199.4","211.6","12.2","7.79","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
